Week,Median_Cycle_Hours,Rework_Rate,n,I_Signal
2024-01-01,3.2850681179625,0.2358490566037736,530,False
2024-01-08,3.380438176016667,0.23270440251572327,636,False
2024-01-15,3.432910068401667,0.21292775665399238,526,False
2024-01-22,3.3658462978249997,0.2356115107913669,556,False
2024-01-29,3.300548379068333,0.21678321678321677,572,False
2024-02-05,3.3832846096816667,0.21417565485362094,649,False
2024-02-12,3.4516335658083337,0.22650231124807396,649,False
2024-02-19,3.359576131834722,0.23007518796992482,665,False
2024-02-26,3.3786264688425,0.22347266881028938,622,False
2024-03-04,3.350820022035,0.21502209131075112,679,False
2024-03-11,3.345091312076528,0.23008849557522124,678,False
2024-03-18,3.330784381685,0.22702702702702704,555,False
2024-03-25,3.315487425808333,0.2215568862275449,501,False
2024-04-01,3.441766530795,0.23661971830985915,710,False
2024-04-08,3.3956428321441665,0.2062841530054645,732,False
2024-04-15,3.479236868978333,0.20885200553250347,723,False
2024-04-22,3.5224263594216665,0.22708039492242596,709,False
2024-04-29,3.422579945311389,0.21914008321775313,721,False
2024-05-06,3.4289721553416666,0.21557719054242003,719,False
2024-05-13,3.3911117637633335,0.23109243697478993,714,False
2024-05-20,3.407307020198333,0.21108179419525067,758,False
2024-05-27,3.394260914726667,0.21212121212121213,693,False
2024-06-03,3.4010202509983336,0.22965879265091863,762,False
2024-06-10,3.3937032458566665,0.2197962154294032,687,False
2024-06-17,3.3695284930708334,0.21002710027100271,738,False
2024-06-24,3.46357572269,0.21031207598371776,737,False
2024-07-01,3.38020751375,0.20029895366218237,669,False
2024-07-08,3.407695689735,0.22948073701842547,597,False
2024-07-15,3.4214286876441666,0.21954674220963172,706,False
2024-07-22,3.395205585676667,0.2073342736248237,709,False
2024-07-29,3.4438192742666667,0.23882896764252695,649,False
2024-08-05,3.3942118472591667,0.2054140127388535,628,False
2024-08-12,3.413207805348333,0.22908093278463648,729,False
2024-08-19,3.4415640288283336,0.2315270935960591,609,False
2024-08-26,3.3408587345133336,0.1889055472263868,667,False
2024-09-02,3.31110659887,0.22132471728594508,619,False
2024-09-09,3.405412290186667,0.2171875,640,False
2024-09-16,3.407609450703056,0.20657276995305165,639,False
2024-09-23,3.36736461983,0.22357019064124783,577,False
2024-09-30,3.389225297655,0.20707964601769913,565,False
2024-10-07,3.4155331958916664,0.21428571428571427,672,False
2024-10-14,3.3332432948591664,0.22822299651567945,574,False
2024-10-21,3.368091252945,0.2122905027932961,537,False
2024-10-28,3.4007692808531944,0.22096317280453256,706,False
2024-11-04,3.40695375582,0.2476894639556377,541,False
2024-11-11,3.206829343778333,0.18884892086330934,556,True
2024-11-18,3.2396178294766664,0.22580645161290322,589,True
2024-11-25,3.3009498801241666,0.21611721611721613,546,False
2024-12-02,3.3408857057216665,0.2122905027932961,537,False
2024-12-09,3.312718284271667,0.23833333333333334,600,False
2024-12-16,3.284201540486667,0.22022838499184338,613,False
2024-12-23,3.3047022554316667,0.209106239460371,593,False
2024-12-30,3.29039426041,0.20458265139116202,611,False
2025-01-06,3.418839001295,0.21197411003236247,618,False
2025-01-13,3.419792863318333,0.19809825673534073,631,False
2025-01-20,3.291103062544167,0.1970684039087948,614,False
2025-01-27,3.4426380055366663,0.2257001647446458,607,False
2025-02-03,3.4849746795133334,0.23695976154992549,671,False
2025-02-10,3.4700269041016667,0.2143727161997564,821,False
2025-02-17,3.401811183520833,0.2510460251046025,478,False
2025-02-24,3.4371386776891666,0.2543103448275862,696,False
2025-03-03,3.6100005541941664,0.20493562231759657,932,True
2025-03-10,3.503815763485833,0.21891891891891893,740,False
2025-03-17,3.601602990778333,0.2336244541484716,916,True
2025-03-24,3.510994593694167,0.22043010752688172,744,False
2025-03-31,3.428117539464167,0.2095890410958904,730,False
2025-04-07,3.4980173584075,0.23399014778325122,812,False
2025-04-14,3.4546296468283333,0.22985468956406868,757,False
2025-04-21,3.468130781628333,0.19951632406287786,827,False
2025-04-28,3.468078947559028,0.2107329842931937,764,False
2025-05-05,3.4778304154291666,0.23507462686567165,804,False
2025-05-12,3.389406267655,0.21074964639321075,707,False
2025-05-19,3.415749991398333,0.2297872340425532,705,False
2025-05-26,3.4917665021083333,0.2393681652490887,823,False
2025-06-02,3.4673750208466667,0.20772303595206393,751,False
2025-06-09,3.529654507294028,0.22209026128266032,842,False
2025-06-16,3.5154854676916667,0.20278833967046894,789,False
2025-06-23,3.5494551121566666,0.21944444444444444,720,True
2025-06-30,3.454561364279167,0.2012820512820513,780,False
2025-07-07,3.437485281975,0.2033195020746888,723,False
2025-07-14,3.5005984797566665,0.2160737812911726,759,False
2025-07-21,3.4837229974008332,0.2178477690288714,762,False
2025-07-28,3.417912944221667,0.2233902759526938,761,False
2025-08-04,3.490316536055,0.21008403361344538,714,False
2025-08-11,3.465754396226667,0.2390998593530239,711,False
2025-08-18,3.4663467436200004,0.2348804500703235,711,False
2025-08-25,3.4754267506925,0.24281984334203655,766,False
2025-09-01,3.382174718300833,0.22274143302180685,642,False
2025-09-08,3.4145992196175,0.2316715542521994,682,False
2025-09-15,3.308112653418333,0.20599250936329588,534,False
2025-09-22,3.3535068425725,0.21408045977011494,696,False
2025-09-29,3.3174616523066667,0.22906793048973143,633,False
2025-10-06,3.3491307498766667,0.2550231839258114,647,False
2025-10-13,3.346739969518333,0.21099554234769688,673,False
2025-10-20,3.3883780864716666,0.2279874213836478,636,False
2025-10-27,3.3896892722041665,0.22745098039215686,510,False
2025-11-03,3.3698125027566666,0.208,625,False
2025-11-10,3.402135023935,0.2225859247135843,611,False
2025-11-17,3.3322118286116664,0.22490470139771285,787,False
2025-11-24,3.3548754168966664,0.20925925925925926,540,False
2025-12-01,3.4274245301199997,0.20209580838323354,668,False
2025-12-08,3.439521188435,0.25170068027210885,588,False
2025-12-15,3.2872009234558335,0.2106164383561644,584,False
2025-12-22,3.3262196557041666,0.22607260726072606,606,False
2025-12-29,3.3918670370416666,0.23053435114503817,655,False
2026-01-05,3.3618555048165275,0.21525423728813559,590,False
2026-01-12,3.377113512505,0.22451994091580502,677,False
2026-01-19,3.42917950239,0.21839080459770116,696,False
2026-01-26,3.4004402096383335,0.211864406779661,708,False
2026-02-02,3.3621313338375,0.21428571428571427,658,False
2026-02-09,3.4895007434400003,0.24133504492939667,779,False
2026-02-16,3.425158700545,0.21052631578947367,741,False
2026-02-23,3.4771075653666665,0.213653603034134,791,False
2026-03-02,3.472219134515833,0.21762208067940553,942,False
2026-03-09,3.431865218555,0.21933085501858737,807,False
2026-03-16,3.4510466998749996,0.22569444444444445,864,False
2026-03-23,3.597795552788333,0.21212121212121213,825,True
2026-03-30,3.407174521115,0.20727848101265822,632,False
2026-04-06,3.446634314843333,0.20368364030335862,923,False
2026-04-13,3.555706060945,0.21954022988505748,870,True
2026-04-20,3.5826488611183334,0.21176470588235294,850,True
2026-04-27,3.545806067550833,0.22248803827751196,836,False
2026-05-04,3.588004215943333,0.2006841505131129,877,True
2026-05-11,3.579841125296528,0.22799097065462753,886,True
2026-05-18,3.605569644643333,0.22272215973003376,889,True
2026-05-25,3.60857045956,0.22137404580152673,917,True
2026-06-01,3.5669104746116664,0.20833333333333334,912,True
2026-06-08,3.637575758969722,0.2152046783625731,855,True
2026-06-15,3.61555892189,0.23031026252983294,838,True
2026-06-22,3.531610521868333,0.20883054892601433,838,False
2026-06-29,3.59548896754,0.2222222222222222,873,True
2026-07-06,3.531800300165833,0.214987714987715,814,False
2026-07-13,3.524319188645,0.2247191011235955,801,False
2026-07-20,3.5960373749375,0.2402464065708419,974,True
2026-07-27,3.5516303276958334,0.20994475138121546,724,True
2026-08-03,3.4156303268258332,0.18652849740932642,772,False
2026-08-10,3.531304463935,0.24433849821215733,839,False
2026-08-17,3.496843986754861,0.24327956989247312,744,False
2026-08-24,3.4607863531133334,0.232796486090776,683,False
2026-08-31,3.255405932201666,0.2582781456953642,151,True
